timestamp,Battery,Humidity,Motion,Temperature
2025-10-03T13:19:41+03:00,3.067,71.2,99.0,24.32
2025-10-03T13:21:43+03:00,3.069,71.5,117.0,24.31
2025-10-03T13:23:47+03:00,3.067,71.4,133.0,24.32
2025-10-03T13:23:54+03:00,3.069,69.3,155.0,25.36
2025-10-03T13:23:58+03:00,3.068,71.3,134.0,24.34
2025-10-03T13:32:28+03:00,3.068,71.6,151.0,24.38
2025-10-03T13:33:54+03:00,3.071,68.9,155.0,25.41
2025-10-03T13:33:57+03:00,3.067,71.7,155.0,24.42
2025-10-03T13:43:54+03:00,3.069,68.3,155.0,25.45
2025-10-03T13:43:57+03:00,3.068,71.4,155.0,24.53
2025-10-03T13:53:54+03:00,3.068,68.0,155.0,25.5
2025-10-03T13:53:57+03:00,3.068,71.4,155.0,24.55
2025-10-03T14:03:54+03:00,3.07,67.7,155.0,25.54
2025-10-03T14:03:57+03:00,3.069,71.4,155.0,24.62
2025-10-03T14:13:54+03:00,3.069,68.1,155.0,25.52
2025-10-03T14:13:57+03:00,3.068,71.2,155.0,24.68
2025-10-03T14:23:53+03:00,3.069,68.8,155.0,25.52
2025-10-03T14:23:57+03:00,3.068,71.1,155.0,24.74
2025-10-03T14:33:53+03:00,3.068,68.2,155.0,25.54
2025-10-03T14:33:56+03:00,3.07,70.6,155.0,24.79
2025-10-03T14:43:53+03:00,3.07,68.8,155.0,25.54
2025-10-03T14:43:56+03:00,3.068,70.9,155.0,24.83
2025-10-03T14:53:53+03:00,3.069,67.7,155.0,25.54
2025-10-03T14:53:56+03:00,3.069,70.4,155.0,24.86
2025-10-03T15:03:53+03:00,3.07,66.0,155.0,25.56
2025-10-03T15:03:56+03:00,3.069,70.3,155.0,24.9
2025-10-03T15:13:53+03:00,3.067,66.0,155.0,25.57
2025-10-03T15:13:56+03:00,3.069,70.3,155.0,24.95
2025-10-03T15:23:52+03:00,3.069,66.2,155.0,25.56
2025-10-03T15:23:55+03:00,3.07,70.0,155.0,25.03
2025-10-03T15:33:52+03:00,3.071,66.5,155.0,25.56
2025-10-03T15:33:55+03:00,3.068,70.2,155.0,25.09
2025-10-03T15:43:52+03:00,3.068,66.7,155.0,25.48
2025-10-03T15:43:55+03:00,3.07,70.1,155.0,25.14
2025-10-03T15:53:52+03:00,3.071,67.4,155.0,25.45
2025-10-03T16:03:52+03:00,3.069,66.8,155.0,25.45
2025-10-03T16:03:55+03:00,3.068,69.8,155.0,25.24
2025-10-03T16:13:51+03:00,3.07,65.1,155.0,25.44
2025-10-03T16:13:55+03:00,3.069,69.6,155.0,25.31
2025-10-03T16:23:51+03:00,3.07,64.5,155.0,25.44
2025-10-03T16:23:54+03:00,3.069,69.3,155.0,25.36
2025-10-03T16:33:51+03:00,3.069,63.7,155.0,25.41
2025-10-03T16:33:54+03:00,3.071,68.9,155.0,25.41
2025-10-03T16:43:51+03:00,3.071,63.3,155.0,25.42
2025-10-03T16:43:54+03:00,3.069,68.3,155.0,25.45
2025-10-03T16:53:51+03:00,3.071,64.0,155.0,25.41
2025-10-03T16:53:54+03:00,3.068,68.0,155.0,25.5
2025-10-03T17:03:51+03:00,3.07,64.6,155.0,25.38
2025-10-03T17:03:54+03:00,3.07,67.7,155.0,25.54
2025-10-03T17:13:50+03:00,3.07,65.7,155.0,25.36
2025-10-03T17:13:54+03:00,3.069,68.1,155.0,25.52
2025-10-03T17:23:50+03:00,3.07,66.7,155.0,25.31
2025-10-03T17:23:53+03:00,3.069,68.8,155.0,25.52
2025-10-03T17:33:50+03:00,3.07,67.5,155.0,25.3
2025-10-03T17:33:53+03:00,3.068,68.2,155.0,25.54
2025-10-03T17:38:24+03:00,3.07,67.6,156.0,25.29
2025-10-03T17:40:49+03:00,3.071,68.1,167.0,25.29
2025-10-03T17:43:29+03:00,3.07,68.0,182.0,25.27
2025-10-03T17:43:50+03:00,3.071,68.0,182.0,25.29
2025-10-03T17:43:53+03:00,3.07,68.8,155.0,25.54
2025-10-03T17:45:29+03:00,3.07,68.2,184.0,25.26
2025-10-03T17:47:31+03:00,3.07,68.2,191.0,25.27
2025-10-03T17:53:50+03:00,3.069,68.0,191.0,25.23
2025-10-03T17:53:53+03:00,3.069,67.7,155.0,25.54
2025-10-03T18:03:50+03:00,3.071,68.6,191.0,25.13
2025-10-03T18:03:53+03:00,3.07,66.0,155.0,25.56
2025-10-03T18:13:49+03:00,3.069,68.5,191.0,25.08
2025-10-03T18:13:53+03:00,3.067,66.0,155.0,25.57
2025-10-03T18:23:49+03:00,3.069,69.0,191.0,25.1
2025-10-03T18:23:52+03:00,3.069,66.2,155.0,25.56
2025-10-03T18:33:49+03:00,3.069,67.7,191.0,25.05
2025-10-03T18:33:52+03:00,3.071,66.5,155.0,25.56
2025-10-03T18:43:49+03:00,3.069,65.4,191.0,24.89
2025-10-03T18:43:52+03:00,3.068,66.7,155.0,25.48
2025-10-03T18:53:49+03:00,3.07,65.9,191.0,24.69
2025-10-03T18:53:52+03:00,3.071,67.4,155.0,25.45
2025-10-03T19:03:49+03:00,3.07,66.5,191.0,24.68
2025-10-03T19:03:52+03:00,3.069,66.8,155.0,25.45
2025-10-03T19:13:48+03:00,3.07,67.7,191.0,24.58
2025-10-03T19:13:51+03:00,3.07,65.1,155.0,25.44
2025-10-03T19:23:48+03:00,3.071,69.3,191.0,24.69
2025-10-03T19:23:51+03:00,3.07,64.5,155.0,25.44
2025-10-03T19:33:48+03:00,3.071,69.4,191.0,24.75
2025-10-03T19:33:51+03:00,3.069,63.7,155.0,25.41
2025-10-03T19:43:48+03:00,3.07,70.1,191.0,24.81
2025-10-03T19:43:51+03:00,3.071,63.3,155.0,25.42
2025-10-03T19:48:22+03:00,3.069,70.1,192.0,24.81
2025-10-03T19:53:48+03:00,3.07,70.1,193.0,24.85
2025-10-03T19:53:51+03:00,3.071,64.0,155.0,25.41
2025-10-03T19:55:59+03:00,3.07,70.2,194.0,24.82
2025-10-03T20:03:47+03:00,3.07,70.0,195.0,24.81
2025-10-03T20:03:51+03:00,3.07,64.6,155.0,25.38
2025-10-03T20:12:07+03:00,3.071,69.8,196.0,24.82
2025-10-03T20:13:47+03:00,3.071,69.8,197.0,24.83
2025-10-03T20:13:50+03:00,3.07,65.7,155.0,25.36
2025-10-03T20:16:09+03:00,3.071,69.9,198.0,24.83
2025-10-03T20:18:11+03:00,3.071,69.8,219.0,24.85
2025-10-03T20:20:12+03:00,3.07,69.9,227.0,24.83
2025-10-03T20:22:20+03:00,3.071,69.8,231.0,24.83
2025-10-03T20:23:50+03:00,3.07,66.7,155.0,25.31
2025-10-03T20:33:50+03:00,3.07,67.5,155.0,25.3
2025-10-03T20:38:24+03:00,3.07,67.6,156.0,25.29
2025-10-03T20:40:49+03:00,3.071,68.1,167.0,25.29
2025-10-03T20:43:29+03:00,3.07,68.0,182.0,25.27
2025-10-03T20:43:50+03:00,3.071,68.0,182.0,25.29
2025-10-03T20:45:29+03:00,3.07,68.2,184.0,25.26
2025-10-03T20:47:31+03:00,3.07,68.2,191.0,25.27
2025-10-03T20:53:50+03:00,3.069,68.0,191.0,25.23
2025-10-03T21:03:50+03:00,3.071,68.6,191.0,25.13
2025-10-03T21:13:49+03:00,3.069,68.5,191.0,25.08
2025-10-03T21:23:49+03:00,3.069,69.0,191.0,25.1
2025-10-03T21:33:49+03:00,3.069,67.7,191.0,25.05
2025-10-03T21:43:49+03:00,3.069,65.4,191.0,24.89
2025-10-03T21:53:49+03:00,3.07,65.9,191.0,24.69
2025-10-03T22:03:49+03:00,3.07,66.5,191.0,24.68
2025-10-03T22:13:48+03:00,3.07,67.7,191.0,24.58
2025-10-03T22:20:49+03:00,3.07,68.7,634.0,24.74
2025-10-03T22:23:46+03:00,3.069,68.7,634.0,24.71
2025-10-03T22:23:48+03:00,3.071,69.3,191.0,24.69
2025-10-03T22:33:48+03:00,3.071,69.4,191.0,24.75
2025-10-03T22:38:57+03:00,3.07,69.3,672.0,24.72
2025-10-03T22:43:48+03:00,3.07,70.1,191.0,24.81
2025-10-03T22:48:22+03:00,3.069,70.1,192.0,24.81
2025-10-03T22:53:48+03:00,3.07,70.1,193.0,24.85
2025-10-03T22:55:59+03:00,3.07,70.2,194.0,24.82
2025-10-03T23:03:47+03:00,3.07,70.0,195.0,24.81
2025-10-03T23:12:07+03:00,3.071,69.8,196.0,24.82
2025-10-03T23:13:47+03:00,3.071,69.8,197.0,24.83
2025-10-03T23:16:09+03:00,3.071,69.9,198.0,24.83
2025-10-03T23:18:11+03:00,3.071,69.8,219.0,24.85
2025-10-03T23:20:12+03:00,3.07,69.9,227.0,24.83
2025-10-04T01:38:57+03:00,3.07,69.3,672.0,24.72
2025-10-05T03:03:15+03:00,3.075,71.4,2347.0,25.13
2025-10-05T03:13:15+03:00,3.073,71.4,2347.0,25.1
2025-10-05T03:23:15+03:00,3.073,71.4,2347.0,25.09
2025-10-05T03:33:15+03:00,3.073,71.4,2347.0,25.06
2025-10-05T03:43:14+03:00,3.073,71.5,2347.0,25.02
2025-10-05T03:48:57+03:00,3.073,71.5,2348.0,25.05
2025-10-05T03:53:14+03:00,3.074,71.7,2357.0,25.03
2025-10-05T04:03:14+03:00,3.075,71.9,2357.0,25.02
2025-10-05T04:13:14+03:00,3.073,71.0,2357.0,24.99
2025-10-05T04:23:14+03:00,3.074,71.0,2357.0,24.99
2025-10-05T04:33:13+03:00,3.073,71.2,2357.0,24.95
2025-10-05T04:43:13+03:00,3.073,70.1,2357.0,24.95
2025-10-05T04:53:13+03:00,3.074,69.7,2357.0,24.92
2025-10-05T05:03:13+03:00,3.075,69.6,2357.0,24.9
2025-10-05T05:04:19+03:00,3.075,69.6,2358.0,24.92
2025-10-05T05:13:13+03:00,3.075,69.4,2358.0,24.89
2025-10-05T05:23:13+03:00,3.074,69.4,2358.0,24.83
2025-10-05T05:33:12+03:00,3.075,69.0,2358.0,24.79
2025-10-05T05:43:12+03:00,3.075,69.0,2358.0,24.81
2025-10-05T05:52:51+03:00,3.075,69.1,2359.0,24.76
2025-10-05T05:53:12+03:00,3.075,69.1,2359.0,24.75
2025-10-05T06:03:12+03:00,3.073,69.1,2359.0,24.74
2025-10-05T06:03:15+03:00,3.075,71.4,2347.0,25.13
2025-10-05T06:13:12+03:00,3.075,69.4,2359.0,24.74
2025-10-05T06:13:15+03:00,3.073,71.4,2347.0,25.1
2025-10-05T06:16:16+03:00,3.073,69.4,2360.0,24.74
2025-10-05T06:23:12+03:00,3.076,69.6,2361.0,24.76
2025-10-05T06:23:15+03:00,3.073,71.4,2347.0,25.09
2025-10-05T06:33:11+03:00,3.076,69.6,2361.0,24.72
2025-10-05T06:33:15+03:00,3.073,71.4,2347.0,25.06
2025-10-05T06:43:11+03:00,3.076,69.7,2361.0,24.71
2025-10-05T06:43:14+03:00,3.073,71.5,2347.0,25.02
2025-10-05T06:48:57+03:00,3.073,71.5,2348.0,25.05
2025-10-05T06:53:11+03:00,3.074,69.8,2361.0,24.69
2025-10-05T06:53:14+03:00,3.074,71.7,2357.0,25.03
2025-10-05T07:03:11+03:00,3.074,70.3,2361.0,24.68
2025-10-05T07:03:14+03:00,3.075,71.9,2357.0,25.02
2025-10-05T07:05:56+03:00,3.074,70.4,2362.0,24.69
2025-10-05T07:13:11+03:00,3.074,70.3,2362.0,24.68
2025-10-05T07:13:14+03:00,3.073,71.0,2357.0,24.99
2025-10-05T07:20:28+03:00,3.073,70.4,2363.0,24.66
2025-10-05T07:22:57+03:00,3.074,70.8,2364.0,24.68
2025-10-05T07:23:11+03:00,3.075,70.8,2367.0,24.68
2025-10-05T07:23:14+03:00,3.074,71.0,2357.0,24.99
2025-10-05T07:28:20+03:00,3.074,70.7,2372.0,24.69
2025-10-05T07:33:10+03:00,3.074,70.8,2375.0,24.68
2025-10-05T07:33:13+03:00,3.073,71.2,2357.0,24.95
2025-10-05T07:40:48+03:00,3.076,70.8,2376.0,24.64
2025-10-05T07:43:10+03:00,3.076,70.8,2376.0,24.64
2025-10-05T07:43:13+03:00,3.073,70.1,2357.0,24.95
2025-10-05T07:43:44+03:00,3.073,70.7,2377.0,24.66
2025-10-05T07:49:07+03:00,3.073,70.9,2378.0,24.66
2025-10-05T07:51:22+03:00,3.075,71.0,2390.0,24.65
2025-10-05T07:53:10+03:00,3.074,70.9,2393.0,24.65
2025-10-05T07:53:13+03:00,3.074,69.7,2357.0,24.92
2025-10-05T07:53:30+03:00,3.075,70.9,2398.0,24.68
2025-10-05T07:55:31+03:00,3.073,70.9,2405.0,24.68
2025-10-05T07:57:31+03:00,3.073,71.1,2415.0,24.66
2025-10-05T08:03:10+03:00,3.076,71.3,2417.0,24.65
2025-10-05T08:03:13+03:00,3.075,69.6,2357.0,24.9
2025-10-05T08:04:19+03:00,3.075,69.6,2358.0,24.92
2025-10-05T08:05:19+03:00,3.075,71.3,2418.0,24.66
2025-10-05T08:10:39+03:00,3.074,71.4,2426.0,24.68
2025-10-05T08:12:51+03:00,3.074,71.5,2432.0,24.65
2025-10-05T08:13:10+03:00,3.073,71.5,2435.0,24.69
2025-10-05T08:13:13+03:00,3.075,69.4,2358.0,24.89
2025-10-05T08:15:51+03:00,3.074,71.6,2445.0,24.71
2025-10-05T08:17:51+03:00,3.074,71.4,2448.0,24.69
2025-10-05T08:19:57+03:00,3.073,71.5,2465.0,24.69
2025-10-05T08:22:03+03:00,3.072,71.3,2493.0,24.71
2025-10-05T08:23:10+03:00,3.074,71.1,2508.0,24.72
2025-10-05T08:23:13+03:00,3.074,69.4,2358.0,24.83
2025-10-05T08:24:05+03:00,3.075,71.0,2517.0,24.72
2025-10-05T08:26:46+03:00,3.076,70.7,2519.0,24.72
2025-10-05T08:29:06+03:00,3.074,70.7,2525.0,24.71
2025-10-05T08:33:09+03:00,3.072,70.7,2535.0,24.69
2025-10-05T08:33:12+03:00,3.075,69.0,2358.0,24.79
2025-10-05T08:43:09+03:00,3.074,70.8,2535.0,24.64
2025-10-05T08:43:12+03:00,3.075,69.0,2358.0,24.81
2025-10-05T08:45:47+03:00,3.074,70.7,2536.0,24.65
2025-10-05T08:48:19+03:00,3.075,70.8,2540.0,24.64
2025-10-05T08:52:51+03:00,3.075,69.1,2359.0,24.76
2025-10-05T08:53:09+03:00,3.074,71.3,2544.0,24.64
2025-10-05T08:53:12+03:00,3.075,69.1,2359.0,24.75
2025-10-05T08:57:54+03:00,3.075,71.5,2545.0,24.65
2025-10-05T09:01:00+03:00,3.074,71.6,2549.0,24.65
2025-10-05T09:03:09+03:00,3.075,71.8,2553.0,24.66
2025-10-05T09:03:12+03:00,3.073,69.1,2359.0,24.74
2025-10-05T09:13:09+03:00,3.074,72.1,2553.0,24.71
2025-10-05T09:13:12+03:00,3.075,69.4,2359.0,24.74
2025-10-05T09:13:16+03:00,3.073,72.0,2554.0,24.71
2025-10-05T09:15:15+03:00,3.074,71.9,2570.0,24.72
2025-10-05T09:16:16+03:00,3.073,69.4,2360.0,24.74
2025-10-05T09:17:17+03:00,3.073,71.7,2582.0,24.74
2025-10-05T09:19:38+03:00,3.074,71.5,2600.0,24.76
2025-10-05T09:23:08+03:00,3.074,70.7,2612.0,24.81
2025-10-05T09:23:12+03:00,3.076,69.6,2361.0,24.76
2025-10-05T09:27:09+03:00,3.074,71.0,2613.0,24.78
2025-10-05T09:29:20+03:00,3.074,71.0,2617.0,24.79
2025-10-05T09:31:28+03:00,3.075,70.9,2624.0,24.82
2025-10-05T09:33:08+03:00,3.073,71.0,2638.0,24.79
2025-10-05T09:33:11+03:00,3.076,69.6,2361.0,24.72
2025-10-05T09:36:40+03:00,3.074,71.3,2641.0,24.79
2025-10-05T09:43:11+03:00,3.076,69.7,2361.0,24.71
2025-10-05T09:53:11+03:00,3.074,69.8,2361.0,24.69
2025-10-05T10:03:11+03:00,3.074,70.3,2361.0,24.68
2025-10-05T10:05:56+03:00,3.074,70.4,2362.0,24.69
2025-10-05T10:13:11+03:00,3.074,70.3,2362.0,24.68
2025-10-05T10:20:28+03:00,3.073,70.4,2363.0,24.66
2025-10-05T10:22:57+03:00,3.074,70.8,2364.0,24.68
2025-10-05T10:23:11+03:00,3.075,70.8,2367.0,24.68
2025-10-05T10:28:20+03:00,3.074,70.7,2372.0,24.69
2025-10-05T10:33:10+03:00,3.074,70.8,2375.0,24.68
2025-10-05T10:40:48+03:00,3.076,70.8,2376.0,24.64
2025-10-05T10:43:10+03:00,3.076,70.8,2376.0,24.64
2025-10-05T10:43:44+03:00,3.073,70.7,2377.0,24.66
2025-10-05T10:49:07+03:00,3.073,70.9,2378.0,24.66
2025-10-05T10:51:22+03:00,3.075,71.0,2390.0,24.65
2025-10-05T10:53:10+03:00,3.074,70.9,2393.0,24.65
2025-10-05T10:53:30+03:00,3.075,70.9,2398.0,24.68
2025-10-05T10:55:31+03:00,3.073,70.9,2405.0,24.68
2025-10-05T10:57:31+03:00,3.073,71.1,2415.0,24.66
2025-10-05T11:03:10+03:00,3.076,71.3,2417.0,24.65
2025-10-05T11:05:19+03:00,3.075,71.3,2418.0,24.66
2025-10-05T11:10:39+03:00,3.074,71.4,2426.0,24.68
2025-10-05T11:12:51+03:00,3.074,71.5,2432.0,24.65
2025-10-05T11:13:10+03:00,3.073,71.5,2435.0,24.69
2025-10-05T11:15:51+03:00,3.074,71.6,2445.0,24.71
2025-10-05T11:17:51+03:00,3.074,71.4,2448.0,24.69
2025-10-05T11:19:57+03:00,3.073,71.5,2465.0,24.69
2025-10-05T11:22:03+03:00,3.072,71.3,2493.0,24.71
2025-10-05T11:23:06+03:00,3.074,72.6,2780.0,24.65
2025-10-05T11:23:10+03:00,3.074,71.1,2508.0,24.72
2025-10-05T11:24:05+03:00,3.075,71.0,2517.0,24.72
2025-10-05T11:25:35+03:00,3.075,72.5,2781.0,24.65
2025-10-05T11:26:46+03:00,3.076,70.7,2519.0,24.72
2025-10-05T11:28:18+03:00,3.073,72.3,2788.0,24.71
2025-10-05T11:29:06+03:00,3.074,70.7,2525.0,24.71
2025-10-05T11:31:50+03:00,3.074,72.4,2795.0,24.72
2025-10-05T11:33:06+03:00,3.074,72.7,2803.0,24.78
2025-10-05T11:33:09+03:00,3.072,70.7,2535.0,24.69
2025-10-05T11:34:28+03:00,3.073,72.7,2804.0,24.78
2025-10-05T11:37:39+03:00,3.074,73.0,2814.0,24.85
2025-10-05T11:43:06+03:00,3.075,73.3,2820.0,24.95
2025-10-05T11:43:09+03:00,3.074,70.8,2535.0,24.64
2025-10-05T11:45:47+03:00,3.074,70.7,2536.0,24.65
2025-10-05T11:48:19+03:00,3.075,70.8,2540.0,24.64
2025-10-05T11:53:06+03:00,3.072,72.3,2820.0,25.09
2025-10-05T11:53:09+03:00,3.074,71.3,2544.0,24.64
2025-10-05T11:57:54+03:00,3.075,71.5,2545.0,24.65
2025-10-05T12:01:00+03:00,3.074,71.6,2549.0,24.65
2025-10-05T12:01:21+03:00,3.074,71.3,2821.0,25.13
2025-10-05T12:03:06+03:00,3.074,71.0,2823.0,25.16
2025-10-05T12:03:09+03:00,3.075,71.8,2553.0,24.66
2025-10-05T12:13:05+03:00,3.075,70.7,2823.0,25.26
2025-10-05T12:13:09+03:00,3.074,72.1,2553.0,24.71
2025-10-05T12:13:16+03:00,3.073,72.0,2554.0,24.71
2025-10-05T12:15:15+03:00,3.074,71.9,2570.0,24.72
2025-10-05T12:17:17+03:00,3.073,71.7,2582.0,24.74
2025-10-05T12:19:38+03:00,3.074,71.5,2600.0,24.76
2025-10-05T12:23:05+03:00,3.074,71.5,2823.0,25.36
2025-10-05T12:23:08+03:00,3.074,70.7,2612.0,24.81
2025-10-05T12:27:09+03:00,3.074,71.0,2613.0,24.78
2025-10-05T12:29:20+03:00,3.074,71.0,2617.0,24.79
2025-10-05T12:31:28+03:00,3.075,70.9,2624.0,24.82
2025-10-05T12:33:05+03:00,3.074,70.1,2823.0,25.48
2025-10-05T12:33:08+03:00,3.073,71.0,2638.0,24.79
2025-10-05T12:36:40+03:00,3.074,71.3,2641.0,24.79
2025-10-05T12:43:05+03:00,3.073,70.6,2823.0,25.63
2025-10-05T12:52:57+03:00,3.073,69.2,2824.0,25.69
2025-10-05T12:53:05+03:00,3.074,69.3,2825.0,25.71
2025-10-05T12:55:02+03:00,3.073,69.7,2835.0,25.74
2025-10-05T12:57:07+03:00,3.074,70.2,2839.0,25.78
2025-10-05T13:03:05+03:00,3.074,70.0,2842.0,25.81
2025-10-05T13:13:04+03:00,3.076,70.2,2842.0,25.84
2025-10-05T13:16:14+03:00,3.074,70.1,2843.0,25.82
2025-10-05T13:19:05+03:00,3.073,70.6,2847.0,25.86
2025-10-05T14:23:06+03:00,3.074,72.6,2780.0,24.65
2025-10-05T14:25:35+03:00,3.075,72.5,2781.0,24.65
2025-10-05T14:28:18+03:00,3.073,72.3,2788.0,24.71
2025-10-05T14:31:50+03:00,3.074,72.4,2795.0,24.72
2025-10-05T14:33:06+03:00,3.074,72.7,2803.0,24.78
2025-10-05T14:34:28+03:00,3.073,72.7,2804.0,24.78
2025-10-05T14:37:39+03:00,3.074,73.0,2814.0,24.85
2025-10-05T14:43:06+03:00,3.075,73.3,2820.0,24.95
2025-10-05T14:53:06+03:00,3.072,72.3,2820.0,25.09
2025-10-05T15:01:21+03:00,3.074,71.3,2821.0,25.13
2025-10-05T15:03:06+03:00,3.074,71.0,2823.0,25.16
2025-10-05T15:13:05+03:00,3.075,70.7,2823.0,25.26
2025-10-05T15:23:05+03:00,3.074,71.5,2823.0,25.36
2025-10-05T15:33:05+03:00,3.074,70.1,2823.0,25.48
2025-10-05T15:43:05+03:00,3.073,70.6,2823.0,25.63
2025-10-05T15:52:57+03:00,3.073,69.2,2824.0,25.69
2025-10-05T15:53:05+03:00,3.074,69.3,2825.0,25.71
2025-10-05T15:55:02+03:00,3.073,69.7,2835.0,25.74
2025-10-05T15:57:07+03:00,3.074,70.2,2839.0,25.78
2025-10-05T16:03:05+03:00,3.074,70.0,2842.0,25.81
2025-10-05T16:13:04+03:00,3.076,70.2,2842.0,25.84
2025-10-05T16:16:14+03:00,3.074,70.1,2843.0,25.82
2025-10-05T16:19:05+03:00,3.073,70.6,2847.0,25.86
2025-10-05T19:22:58+03:00,3.075,70.3,3595.0,24.69
2025-10-05T19:32:58+03:00,3.076,70.1,3595.0,24.65
2025-10-05T19:42:58+03:00,3.074,70.7,3595.0,24.65
2025-10-05T19:45:56+03:00,3.076,70.8,3596.0,24.64
2025-10-05T19:48:02+03:00,3.074,70.7,3610.0,24.61
2025-10-05T19:50:04+03:00,3.075,71.2,3624.0,24.61
2025-10-05T19:52:04+03:00,3.075,71.4,3652.0,24.59
2025-10-05T19:52:57+03:00,3.077,71.5,3661.0,24.62
2025-10-05T19:54:05+03:00,3.073,71.6,3669.0,24.61
2025-10-05T19:56:11+03:00,3.075,71.7,3695.0,24.65
